,author,quotes
34,Maya Angelou Quotes,You listen with interest. That gives some sense of confidence to the speaker.
35,Maya Angelou Quotes,"If I have a monument in this world, it is my son."
36,Maya Angelou Quotes,It is time for parents to teach young people early on that in diversity there is beauty and there is strength.
37,Maya Angelou Quotes,First best is falling in love. Second best is being in love. Least best is falling out of love. But any of it is better than never having been in love.
38,Maya Angelou Quotes,"I was told many years ago by my grandmother who raised me: If somebody puts you on a road and you don’t feel comfortable on it and you look ahead and you don’t like the destination and you look behind and you don’t want to return to that place, step off the road."
39,Maya Angelou Quotes,When you know you are of worth — not asking it but knowing it — you walk into a room with a particular power.
40,Maya Angelou Quotes,I do my best because I’m counting on you counting on me.
41,Maya Angelou Quotes,Never make someone a priority when all you are to them is an option.
42,Maya Angelou Quotes,"This is what I am learning, at 82 years old: the main thing is to be in love with the search for truth."
43,Maya Angelou Quotes,"The children to whom we read simple stories may or may not show gratitude, but each boon we give strengthens the pillars of the world."
44,Maya Angelou Quotes,"History, despite its wrenching pain cannot be unlived, but if faced with courage need not be lived again."
45,Maya Angelou Quotes,"My work is to be honest. My work is to try to think clearly, then have the courage to make sure that what I say is the truth."
46,Maya Angelou Quotes,"To those who are given much, much is expected."
47,Maya Angelou Quotes,Love is like a virus. It can happen to anybody at any time.
48,Maya Angelou Quotes,"When you wish someone joy, you wish them peace, love, prosperity, happiness… all the good things."
49,Maya Angelou Quotes,"Each of us, famous or infamous, is a role model for somebody, and if we aren’t, we should behave as though we are — cheerful, kind, loving, courteous. Because you can be sure someone is watching and taking deliberate and diligent notes."
50,Maya Angelou Quotes,Live as though life was created for you.
51,Maya Angelou Quotes,"We are more alike, my friends, than we are unalike."
52,Maya Angelou Quotes,There is a very fine line between loving life and being greedy for it.
53,Maya Angelou Quotes,"One isn’t necessarily born with courage, but one is born with potential."
54,Maya Angelou Quotes,"Pretty women wonder where my secret lies.I’m not cute or built to suit a fashion model’s sizeBut when I start to tell them,They think I’m telling lies.I say,It’s in the reach of my armsThe span of my hips,The stride of my step,The curl of my lips.I’m a womanPhenomenally.Phenomenal woman,That’s me.Phenomenal Woman: Four Poems Celebrating Women"
55,Maya Angelou Quotes,Strong women- precious jewels all- their humanness is evident in their accessibility. We are able to enter into the spirit of these women and rejoice in their warmth and courage.
56,Maya Angelou Quotes,"We allow our ignorance to prevail upon us and make us think we can survive alone, alone in patches, alone in groups, alone in races, even alone in genders."
57,Maya Angelou Quotes,"I have found that among its other benefits, giving liberates the soul of the giver."
58,Maya Angelou Quotes,You can’t really know where you are going until you know where you have been.
59,Maya Angelou Quotes,"Ain’t nothin’ to it, but to do it."
60,Maya Angelou Quotes,The idea is to write it so that people hear it and it slides through the brain and goes straight to the heart.
61,Maya Angelou Quotes,"Women should be tough, tender, laugh as much as possible, and live long lives."
62,Maya Angelou Quotes,"Each time a woman stands up for herself, without knowing it possibly, without claiming it, she stands up for all women."
63,Maya Angelou Quotes,Surviving is important. Thriving is elegant.
64,Maya Angelou Quotes,"I’ve learned that even when I have pains, I don’t have to be one."
65,Maya Angelou Quotes,"I’ve learned that whenever I decide something with an open heart, I usually make the right decision."
66,Maya Angelou Quotes,When someone shows you who they are believe them; the first time.
67,Maya Angelou Quotes,"Most people don’t grow up. Most people age. They find parking spaces, honor their credit cards, get married, have children, and call that maturity. What that is, is aging."
68,Maya Angelou Quotes,"My mission in life is not merely to survive, but to thrive; and to do so with some passion, some compassion, some humor, and some style."
69,Maya Angelou Quotes,"Courage is the most important of all the virtues because without courage, you can’t practice any other virtue consistently. We can’t be kind, true, merciful, generous, or honest."
70,Maya Angelou Quotes,"If I am not good to myself, how can I expect anyone else to be good to me?"
71,Maya Angelou Quotes,"Life is going to give you just what you put in it. Put your whole heart in everything you do, and pray, then you can wait.I Know Why The Caged Bird Sings"
72,Maya Angelou Quotes,"The real difficulty is to overcome how you think about yourself. If we don’t have that we never grow, we never learn, and sure as hell we should never teach."
73,Maya Angelou Quotes,"What you’re supposed to do when you don’t like a thing is change it. If you can’t change it, change the way you think about it. Don’t complain."
74,Maya Angelou Quotes,There’s a world of difference between truth and facts. Facts can obscure truth.
75,Maya Angelou Quotes,"The problem I have with haters is that they see my glory, but they don’t know my story."
76,Maya Angelou Quotes,"I believe that the most important single thing, beyond discipline and creativity is daring to dare."
77,Maya Angelou Quotes,"Some people cannot see a good thing when it is right here, right now. Others can sense a good thing coming when it is days, months, or miles away."
